event_name,event_url,event_date,location
UFC Fight Night: Lauzon vs Stephens,http://www.ufcstats.com/event-details/d1759b2b7be9be56,"Tampa, Florida, USA",
UFC 94: St-Pierre vs Penn 2,http://www.ufcstats.com/event-details/2a542ee8a8b83559,"Las Vegas, Nevada, USA",
UFC 93: Franklin vs Henderson,http://www.ufcstats.com/event-details/68c6cd5287b473a7,"Dublin, Leinster, Ireland",
UFC 92: The Ultimate 2008,http://www.ufcstats.com/event-details/23ab42947c1990e3,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,http://www.ufcstats.com/event-details/ea398c802d9998ee,"Las Vegas, Nevada, USA",
UFC Fight Night - Fight for the Troops,http://www.ufcstats.com/event-details/30cd319d39ee689b,"Fayetteville, North Carolina, USA",
UFC 91: Couture vs Lesnar,http://www.ufcstats.com/event-details/a2b06ca02bca14c0,"Las Vegas, Nevada, USA",
UFC 90: Silva vs Cote,http://www.ufcstats.com/event-details/c670aa48827d6be6,"Rosemont, Illinois, USA",
UFC 89: Bisping vs Leben,http://www.ufcstats.com/event-details/312f47c3d2f83ffa,"Birmingham, England, United Kingdom",
UFC Fight Night: Diaz vs Neer,http://www.ufcstats.com/event-details/279093302a6f44b3,"Omaha, Nebraska, USA",
UFC 88: Breakthrough,http://www.ufcstats.com/event-details/0db70ca89e1c7374,"Atlanta, Georgia, USA",
UFC 87: Seek And Destroy,http://www.ufcstats.com/event-details/19ffeb5e3fffd6d5,"Minneapolis, Minnesota, USA",
UFC: Silva vs Irvin,http://www.ufcstats.com/event-details/46f11d15c0134fe3,"Las Vegas, Nevada, USA",
UFC 86: Jackson vs Griffin,http://www.ufcstats.com/event-details/bf12aca029bfcc47,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,http://www.ufcstats.com/event-details/2299605af59fd309,"Las Vegas, Nevada, USA",
UFC 85: Bedlam,http://www.ufcstats.com/event-details/2efbc83a6b9b7f86,"London, England, United Kingdom",
UFC 84: Ill Will,http://www.ufcstats.com/event-details/2549d63da9c456cb,"Las Vegas, Nevada, USA",
UFC 83: Serra vs St-Pierre 2,http://www.ufcstats.com/event-details/ad047e3073a775f3,"Montreal, Quebec, Canada",
UFC Fight Night: Florian vs Lauzon,http://www.ufcstats.com/event-details/b9e871af730f826c,"Broomfield, Colorado, USA",
UFC 82: Pride of a Champion,http://www.ufcstats.com/event-details/598a58db87b890ee,"Columbus, Ohio, USA",
UFC 81: Breaking Point,http://www.ufcstats.com/event-details/597db668b01c442c,"Las Vegas, Nevada, USA",
UFC Fight Night: Swick vs Burkman,http://www.ufcstats.com/event-details/33e33d51f289d2a1,"Las Vegas, Nevada, USA",
UFC 80: Rapid Fire,http://www.ufcstats.com/event-details/a24e080000fa7a35,"Newcastle, England, United Kingdom",
UFC 79: Nemesis,http://www.ufcstats.com/event-details/7269329bd87eb479,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,http://www.ufcstats.com/event-details/df85d6ec3493d120,"Las Vegas, Nevada, USA",
UFC 78: Validation,http://www.ufcstats.com/event-details/1d147d4163a6989b,"Newark, New Jersey, USA",
UFC 77: Hostile Territory,http://www.ufcstats.com/event-details/91181b29be041f1c,"Cincinnati, Ohio, USA",
UFC 76: Knockout,http://www.ufcstats.com/event-details/bad28b7b34f334de,"Anaheim, California, USA",
UFC Fight Night: Thomas vs Florian,http://www.ufcstats.com/event-details/f341f9551ba744e2,"Las Vegas, Nevada, USA",
UFC 75: Champion vs Champion,http://www.ufcstats.com/event-details/0aa92558424ced9e,"London, England, United Kingdom",
UFC 74: Respect,http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d,"Las Vegas, Nevada, USA",
UFC 73: Stacked,http://www.ufcstats.com/event-details/2a6f8136da1e52c0,"Sacramento, California, USA",
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,http://www.ufcstats.com/event-details/e7ec11096eac0282,"Las Vegas, Nevada, USA",
UFC 72: Victory,http://www.ufcstats.com/event-details/5ca158b1cc9cb242,"Belfast, Northern Ireland, United Kingdom",
UFC Fight Night: Stout vs Fisher,http://www.ufcstats.com/event-details/304fcd812f12c589,"Hollywood, Florida, USA",
UFC 71: Liddell vs Jackson,http://www.ufcstats.com/event-details/2e04a3b4a2011b97,"Las Vegas, Nevada, USA",
UFC 70: Nations Collide,http://www.ufcstats.com/event-details/4604ab1de9058474,"Manchester, England, United Kingdom",
UFC 69: Shootout,http://www.ufcstats.com/event-details/c1684f00c626f4c0,"Houston, Texas, USA",
UFC Fight Night: Stevenson vs Guillard,http://www.ufcstats.com/event-details/a6c2f5381d575920,"Las Vegas, Nevada, USA",
UFC 68: The Uprising,http://www.ufcstats.com/event-details/de3ed2e152520c8d,"Columbus, Ohio, USA",
UFC 67: All or Nothing,http://www.ufcstats.com/event-details/63b65af1c5cb02cb,"Las Vegas, Nevada, USA",
UFC Fight Night: Evans vs Salmon,http://www.ufcstats.com/event-details/13c4313ed0f744f3,"Hollywood, Florida, USA",
UFC 66: Liddell vs Ortiz 2,http://www.ufcstats.com/event-details/ee5df903f80c6816,"Las Vegas, Nevada, USA",
UFC Fight Night: Sanchez vs Riggs,http://www.ufcstats.com/event-details/21b8a0f5c231096f,"San Diego, California, USA",
UFC 65: Bad Intentions,http://www.ufcstats.com/event-details/3fed746acfd026dd,"Sacramento, California, USA",
The Ultimate Fighter: The Comeback Finale,http://www.ufcstats.com/event-details/baf942f4bcb09894,"Las Vegas, Nevada, USA",
UFC 64: Unstoppable,http://www.ufcstats.com/event-details/13b2f59210dda9cc,"Las Vegas, Nevada, USA",
Ortiz vs Shamrock 3: The Final Chapter,http://www.ufcstats.com/event-details/577ec7e108b94be3,"Hollywood, Florida, USA",
UFC 63: Hughes vs Penn,http://www.ufcstats.com/event-details/13e62d766b709aa6,"Anaheim, California, USA",
UFC 62: Liddell vs Sobral,http://www.ufcstats.com/event-details/f717b6002486f73f,"Las Vegas, Nevada, USA",
UFC Fight Night 6,http://www.ufcstats.com/event-details/46c8ec317aff28ac,"Las Vegas, Nevada, USA",
UFC 61: Bitter Rivals,http://www.ufcstats.com/event-details/f70144caea5c4c80,"Las Vegas, Nevada, USA",
UFC Fight Night 5,http://www.ufcstats.com/event-details/445a98acb8985970,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,http://www.ufcstats.com/event-details/1dab0d1d81dd06db,"Las Vegas, Nevada, USA",
UFC 60: Hughes vs Gracie,http://www.ufcstats.com/event-details/a54a35a670d8e852,"Los Angeles, California, USA",
UFC 59: Reality Check,http://www.ufcstats.com/event-details/03688dc3c3af3ac1,"Anaheim, California, USA",
UFC Fight Night 4,http://www.ufcstats.com/event-details/b361180739bed4b0,"Las Vegas, Nevada, USA",
UFC 58: USA vs Canada,http://www.ufcstats.com/event-details/0e9869d712e81f8f,"Las Vegas, Nevada, USA",
UFC 57: Liddell vs Couture 3,http://www.ufcstats.com/event-details/977081bc01197656,"Las Vegas, Nevada, USA",
UFC Fight Night 3,http://www.ufcstats.com/event-details/2ee09ec2a0695eb9,"Las Vegas, Nevada, USA",
UFC 56: Full Force,http://www.ufcstats.com/event-details/c7e9d15cfce52f1d,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,http://www.ufcstats.com/event-details/31ceaf0e670c1578,"Las Vegas, Nevada, USA",
UFC 55: Fury,http://www.ufcstats.com/event-details/271fe91f4ba9d2c5,"Uncasville, Connecticut, USA",
UFC Fight Night 2,http://www.ufcstats.com/event-details/efaf544314bb5c2e,"Las Vegas, Nevada, USA",
UFC 54: Boiling Point,http://www.ufcstats.com/event-details/669a3cb6e394f515,"Las Vegas, Nevada, USA",
UFC Fight Night 1,http://www.ufcstats.com/event-details/3f24c96753dbd9f9,"Las Vegas, Nevada, USA",
UFC 53: Heavy Hitters,http://www.ufcstats.com/event-details/d3711d3784b76255,"Atlantic City, New Jersey, USA",
UFC 52: Couture vs Liddell 2,http://www.ufcstats.com/event-details/c933d423ebdbbbdb,"Las Vegas, Nevada, USA",
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5,"Las Vegas, Nevada, USA",
UFC 51: Super Saturday,http://www.ufcstats.com/event-details/85d905f7c4f5a1af,"Las Vegas, Nevada, USA",
UFC 50: The War Of '04,http://www.ufcstats.com/event-details/ce783bf73b5131f9,"Atlantic City, New Jersey, USA",
UFC 49: Unfinished Business,http://www.ufcstats.com/event-details/b4bc2e3353a770b5,"Las Vegas, Nevada, USA",
UFC 48: Payback,http://www.ufcstats.com/event-details/429e7d3725852ce9,"Las Vegas, Nevada, USA",
UFC 47: It's On!,http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6,"Las Vegas, Nevada, USA",
UFC 46: Supernatural,http://www.ufcstats.com/event-details/94609dd91731d428,"Las Vegas, Nevada, USA",
UFC 45: Revolution,http://www.ufcstats.com/event-details/e670f8cc2969a789,"Uncasville, Connecticut, USA",
UFC 44: Undisputed,http://www.ufcstats.com/event-details/c61f66d8c3fd5f07,"Las Vegas, Nevada, USA",
UFC 43: Meltdown,http://www.ufcstats.com/event-details/108afe61a26bcbf4,"Las Vegas, Nevada, USA",
UFC 42: Sudden Impact,http://www.ufcstats.com/event-details/ae58685caf8e4a0d,"Miami, Florida, USA",
UFC 41: Onslaught,http://www.ufcstats.com/event-details/bba678d312590087,"Atlantic City, New Jersey, USA",
UFC 40: Vendetta,http://www.ufcstats.com/event-details/e06fd1260ac865a7,"Las Vegas, Nevada, USA",
UFC 39: The Warriors Return,http://www.ufcstats.com/event-details/0cf935519d439ba6,"Uncasville, Connecticut, USA",
UFC 38: Brawl at the Hall,http://www.ufcstats.com/event-details/1dc56b59cb28425d,"London, England, United Kingdom",
UFC 37.5: As Real As It Gets,http://www.ufcstats.com/event-details/9ccdd2ce45903f34,"Las Vegas, Nevada, USA",
UFC 37: High Impact,http://www.ufcstats.com/event-details/9fd1f08dd4aec14a,"Bossier City, Louisiana, USA",
UFC 36: Worlds Collide,http://www.ufcstats.com/event-details/02fc8f50f56eb307,"Las Vegas, Nevada, USA",
UFC 35: Throwdown,http://www.ufcstats.com/event-details/946f341df6472ee0,"Uncasville, Connecticut, USA",
UFC 34: High Voltage,http://www.ufcstats.com/event-details/4dc496aa0cfc0d95,"Las Vegas, Nevada, USA",
UFC 33: Victory in Vegas,http://www.ufcstats.com/event-details/c75b99887c8c3f5a,"Las Vegas, Nevada, USA",
UFC 32: Showdown in the Meadowlands,http://www.ufcstats.com/event-details/7b9aa973e5c04624,"East Rutherford, New Jersey, USA",
UFC 31: Locked and Loaded,http://www.ufcstats.com/event-details/20bd6c3e03c46ee6,"Atlantic City, New Jersey, USA",
UFC 30: Battle on the Boardwalk,http://www.ufcstats.com/event-details/2b1587a3376ab743,"Atlantic City, New Jersey, USA",
UFC 29: Defense of the Belts,http://www.ufcstats.com/event-details/08ae5cd9aef7ddd3,"Tokyo, Japan",
UFC 28: High Stakes,http://www.ufcstats.com/event-details/da6dfd09cca1d705,"Atlantic City, New Jersey, USA",
UFC 27: Ultimate Bad Boyz,http://www.ufcstats.com/event-details/31652c9267606d54,"New Orleans, Louisiana, USA",
UFC 26: Ultimate Field Of Dreams,http://www.ufcstats.com/event-details/cedfdf8d423d500c,"Cedar Rapids, Iowa, USA",
UFC 25: Ultimate Japan 3,http://www.ufcstats.com/event-details/d2b1c1317a39f6c6,"Tokyo, Japan",
UFC 24: First Defense,http://www.ufcstats.com/event-details/20ec0061400178ca,"Lake Charles, Louisiana, USA",
UFC 23: Ultimate Japan 2,http://www.ufcstats.com/event-details/a8fa0c4e95512806,"Chiba, Japan",
UFC 22: Only One Can be Champion,http://www.ufcstats.com/event-details/afaad7d6a581e307,"Lake Charles, Louisiana, USA",
UFC 21: Return of the Champions,http://www.ufcstats.com/event-details/1a1a4d7a29041d77,"Cedar Rapids, Iowa, USA",
UFC 20: Battle for the Gold,http://www.ufcstats.com/event-details/a7b48e18ca27795d,"Birmingham, Alabama, USA",
UFC 19: Ultimate Young Guns,http://www.ufcstats.com/event-details/a220be6d41d6f97d,"Bay St. Louis, Mississippi, USA",
UFC 18: The Road to the Heavyweight Title,http://www.ufcstats.com/event-details/c9bbf1a0285a8076,"New Orleans, Louisiana, USA",
UFC - Ultimate Brazil,http://www.ufcstats.com/event-details/32a3025d5db456ae,"Sao Paulo, Brazil",
UFC 17: Redemption,http://www.ufcstats.com/event-details/4a01dc8376736ef5,"Mobile, Alabama, USA",
UFC 16: Battle in the Bayou,http://www.ufcstats.com/event-details/749685d24e2cac50,"New Orleans, Louisiana, USA",
UFC - Ultimate Japan,http://www.ufcstats.com/event-details/29f935654825331b,"Yokohama, Kanagawa, Japan",
UFC 15: Collision Course,http://www.ufcstats.com/event-details/07a18ae55dfc3cd9,"Bay St. Louis, Mississippi, USA",
UFC 14: Showdown,http://www.ufcstats.com/event-details/dc950d59dc590aca,"Birmingham, Alabama, USA",
UFC 13: The Ultimate Force,http://www.ufcstats.com/event-details/5bd533d50c8e7b8a,"Augusta, Georgia, USA",
UFC 12: Judgement Day,http://www.ufcstats.com/event-details/96eff1a628adcc7f,"Dothan, Alabama, USA",
UFC - Ultimate Ultimate '96,http://www.ufcstats.com/event-details/9b5b5a75523728f3,"Birmingham, Alabama, USA",
UFC 11: The Proving Ground,http://www.ufcstats.com/event-details/6ceff86fae4f6b3b,"Augusta, Georgia, USA",
UFC 10: The Tournament,http://www.ufcstats.com/event-details/aee8eecfc4bfb1e7,"Birmingham, Alabama, USA",
UFC 9: Motor City Madness,http://www.ufcstats.com/event-details/a390eb8a9b2df298,"Detroit, Michigan, USA",
UFC 8: David vs Goliath,http://www.ufcstats.com/event-details/b63e800c18e011b5,"San Juan, Puerto Rico",
UFC - Ultimate Ultimate '95,http://www.ufcstats.com/event-details/31bbd46d57dfbcb7,"Denver, Colorado, USA",
UFC 7: The Brawl in Buffalo,http://www.ufcstats.com/event-details/5af480a3b2e1726b,"Buffalo, New York, USA",
UFC 6: Clash of the Titans,http://www.ufcstats.com/event-details/1c3f5e85b59ec710,"Casper, Wyoming, USA",
UFC 5: The Return of the Beast,http://www.ufcstats.com/event-details/dedc3bb440d09554,"Charlotte, North Carolina, USA",
UFC 4: Revenge of the Warriors,http://www.ufcstats.com/event-details/b60391da771deefe,"Tulsa, Oklahoma, USA",
UFC 3: The American Dream,http://www.ufcstats.com/event-details/1a49e0670dfaca31,"Charlotte, North Carolina, USA",
UFC 2: No Way Out,http://www.ufcstats.com/event-details/a6a9ab5a824e8f66,"Denver, Colorado, USA",
