number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_avg_best_iteration,user_attrs_cv_accuracy,user_attrs_cv_logloss,user_attrs_fold_accs,user_attrs_fold_lls,state,model,cv_accuracy,cv_logloss,avg_best_iteration
64,0.5939162049685353,2026-04-14 22:56:19.251103,2026-04-14 22:56:30.986629,0 days 00:00:11.735526,0.743896405536923,4.105926951714948,0.015090173601731356,4,18,0.8354066376989097,0.12701946445874454,0.7419034300003651,,,,,,PRUNED,xgb,,,
65,0.5639902575511656,2026-04-14 22:56:31.003887,2026-04-14 22:57:10.730007,0 days 00:00:39.726120,0.6425886236268475,3.41598459757748,0.011149248268257113,5,14,1.1216464605212773,0.013855265082642803,0.6740729922650097,475.2,0.7016509433962265,0.5639902575511656,"[0.6226415094339622, 0.7040094339622641, 0.6922169811320755, 0.7476415094339622, 0.7417452830188679]","[0.6211017255116636, 0.5804020436888808, 0.5759558514481277, 0.5151942313379515, 0.5272974357692045]",COMPLETE,xgb,0.7016509433962265,0.5639902575511656,475.2
66,0.5636886981509137,2026-04-14 22:57:10.742977,2026-04-14 22:57:56.836308,0 days 00:00:46.093331,0.8189738663139104,3.4672140007029184,0.01114454629717301,5,14,1.238030464098316,0.10393114426098893,0.6914618945408283,475.6,0.702122641509434,0.5636886981509137,"[0.6344339622641509, 0.7122641509433962, 0.6804245283018868, 0.7488207547169812, 0.7346698113207547]","[0.6220000757373642, 0.5805207547664766, 0.5763269952069775, 0.5139963674028772, 0.5255992976408733]",COMPLETE,xgb,0.702122641509434,0.5636886981509137,475.6
67,0.5976195450060728,2026-04-14 22:57:56.854785,2026-04-14 22:58:17.371621,0 days 00:00:20.516836,0.857044428963308,2.9198813472623297,0.011333131832339024,5,10,4.498297891555876,0.1641540050790399,0.7940610504472391,,,,,,PRUNED,xgb,,,
68,0.5649586751780491,2026-04-14 22:58:17.398864,2026-04-14 22:58:44.258746,0 days 00:00:26.859882,0.8251626062464921,1.8925083896520303,0.019352354443280016,4,15,1.5338145738121116,0.09763097607740197,0.6974588558700717,,,,,,PRUNED,xgb,,,
69,0.5945654984868126,2026-04-14 22:58:44.282667,2026-04-14 22:59:03.851208,0 days 00:00:19.568541,0.9497122467223531,2.4246944762911147,0.010022676838390794,5,13,0.012208391044171608,1.05725804944063,0.726898979177036,,,,,,PRUNED,xgb,,,
70,0.5945054995578658,2026-04-14 22:59:03.870338,2026-04-14 22:59:19.535369,0 days 00:00:15.665031,0.7335630610028748,3.8361300519335533,0.013118139573923484,4,11,2.916761371817768,0.05112699059816293,0.7620347363709518,,,,,,PRUNED,xgb,,,
71,0.5743293441998293,2026-04-14 22:59:19.554658,2026-04-14 22:59:44.626054,0 days 00:00:25.071396,0.6662440663921079,3.452483840793345,0.011426066608439278,5,14,1.076955959712353,0.027988904375825973,0.6712035799805924,,,,,,PRUNED,xgb,,,
72,0.5960447342548104,2026-04-14 22:59:44.642716,2026-04-14 22:59:57.984331,0 days 00:00:13.341615,0.8078617538723443,3.005265767819452,0.012337617924032443,5,13,0.38610600182266747,0.07178444663565238,0.6835724169331883,,,,,,PRUNED,xgb,,,
73,0.5945346270140791,2026-04-14 22:59:58.005477,2026-04-14 23:00:12.338648,0 days 00:00:14.333171,0.882945581071657,3.386050355382092,0.013980082638809213,5,15,0.9021463977045389,0.03780575469165789,0.7119792058358532,,,,,,PRUNED,xgb,,,
74,0.5741324013288676,2026-04-14 23:00:12.356499,2026-04-14 23:00:33.589365,0 days 00:00:21.232866,0.7021852805026222,4.0287939977037,0.016984847909344767,6,16,1.3510562999308102,0.2375019943595075,0.6383664514611862,,,,,,PRUNED,xgb,,,
75,0.5945035560790098,2026-04-14 23:00:33.607705,2026-04-14 23:00:40.771416,0 days 00:00:07.163711,0.3730148525466046,2.5167241587501805,0.021684953495480778,5,17,0.5525401161354714,0.3647005164069459,0.6702705879454787,,,,,,PRUNED,xgb,,,
76,0.5937838653224284,2026-04-14 23:00:40.788123,2026-04-14 23:00:59.835649,0 days 00:00:19.047526,0.6115274212837261,3.2545785218161134,0.010911604988999266,6,3,0.0017306292724018615,0.10493058825730438,0.6495582713605093,,,,,,PRUNED,xgb,,,
77,0.5638393304366487,2026-04-14 23:00:59.853705,2026-04-14 23:01:35.402630,0 days 00:00:35.548925,0.7918269057223586,1.4390628571597883,0.01541335732700233,4,14,1.9384597059518234,0.014276409456225042,0.6973669391558409,438.6,0.7047169811320755,0.5638393304366487,"[0.6320754716981132, 0.714622641509434, 0.6981132075471698, 0.7417452830188679, 0.7370283018867925]","[0.6195000141433824, 0.5834151098199847, 0.5766105844548749, 0.5127396812632417, 0.5269312625017599]",COMPLETE,xgb,0.7047169811320755,0.5638393304366487,438.6
78,0.5944446112783056,2026-04-14 23:01:35.420530,2026-04-14 23:01:47.330839,0 days 00:00:11.910309,0.7638352213157074,4.227446139347403,0.016060509276075833,3,14,2.0246169662646794,0.010214074098839388,0.750431342820484,,,,,,PRUNED,xgb,,,
79,0.5954924352424987,2026-04-14 23:01:47.346487,2026-04-14 23:01:59.195281,0 days 00:00:11.848794,0.8177300612594202,1.2867151198029636,0.019669024030920218,4,16,2.8218933119603378,0.022175587708437045,0.7313790755442556,,,,,,PRUNED,xgb,,,
80,0.5759352711828984,2026-04-14 23:01:59.213098,2026-04-14 23:02:21.256726,0 days 00:00:22.043628,0.7225727422073495,1.6912593200701433,0.015146749243495471,4,17,4.000537281807756,0.04737577962672987,0.6990014380132014,,,,,,PRUNED,xgb,,,
81,0.5942888854300971,2026-04-14 23:02:21.281165,2026-04-14 23:02:36.752617,0 days 00:00:15.471452,0.7816956818102828,4.419681138613468,0.012586504798547386,5,14,1.0782223397613142,0.015692199035349817,0.6900220283924863,,,,,,PRUNED,xgb,,,
82,0.5625868275136572,2026-04-14 23:02:36.773458,2026-04-14 23:03:10.527167,0 days 00:00:33.753709,0.6475639066758382,2.8112974818365712,0.013840421242394147,4,15,0.6963806850263214,0.02407953620765273,0.6737077548703991,461.0,0.7051886792452831,0.5625868275136572,"[0.6379716981132075, 0.7087264150943396, 0.6886792452830188, 0.7476415094339622, 0.7429245283018868]","[0.6168114788207925, 0.5817526761374963, 0.5743796111597133, 0.5139448718449204, 0.5260454996053636]",COMPLETE,xgb,0.7051886792452831,0.5625868275136572,461.0
83,0.5646998201163074,2026-04-14 23:03:10.550121,2026-04-14 23:03:40.068681,0 days 00:00:29.518560,0.6893348572040021,2.8041300916142884,0.013930444748184207,3,15,0.6865987665955844,0.030161499798565142,0.7128712686547797,,,,,,PRUNED,xgb,,,
84,0.5957082439602672,2026-04-14 23:03:40.088566,2026-04-14 23:03:44.473923,0 days 00:00:04.385357,0.7908461701320652,2.2261105288528356,0.05614628251982115,4,16,0.3877293163762842,0.024060487017778718,0.6597631447873155,,,,,,PRUNED,xgb,,,
85,0.5936021228303304,2026-04-14 23:03:44.490587,2026-04-14 23:03:56.359191,0 days 00:00:11.868604,0.8437984256359632,2.613718095976064,0.017146832754568176,4,12,0.141803562766943,0.038493090394422336,0.7194172347573558,,,,,,PRUNED,xgb,,,
86,0.5950250480283594,2026-04-14 23:03:56.381810,2026-04-14 23:04:07.767502,0 days 00:00:11.385692,0.5953732070611173,4.872763304276129,0.012082158566644992,4,17,0.3106256433197348,0.05704060392492836,0.698858383668747,,,,,,PRUNED,xgb,,,
87,0.5960904953126714,2026-04-14 23:04:07.783618,2026-04-14 23:04:16.780051,0 days 00:00:08.996433,0.5664878494912386,4.625682349439339,0.02194376445712132,4,15,1.7645714380052193,0.10886456862435077,0.7626764538540862,,,,,,PRUNED,xgb,,,
88,0.5965460009632801,2026-04-14 23:04:16.796761,2026-04-14 23:04:27.845962,0 days 00:00:11.049201,0.6758116793366813,3.6954258692334876,0.015394318683626713,3,9,0.4997764699486302,0.16429791446591446,0.9142678703177431,,,,,,PRUNED,xgb,,,
89,0.5621213124454714,2026-04-14 23:04:27.876256,2026-04-14 23:04:54.427475,0 days 00:00:26.551219,0.750950631590219,0.8040705015778107,0.018212498977110348,6,19,0.036931744554477244,0.010160283181693106,0.6830070964227709,272.8,0.7075471698113207,0.5621213124454714,"[0.6415094339622641, 0.7075471698113207, 0.6992924528301887, 0.7476415094339622, 0.7417452830188679]","[0.6188084479351466, 0.5839725913572333, 0.5718937533885601, 0.5099804066738406, 0.525951362872576]",COMPLETE,xgb,0.7075471698113207,0.5621213124454714,272.8
90,0.5944677135617448,2026-04-14 23:04:54.452423,2026-04-14 23:05:02.441901,0 days 00:00:07.989478,0.8801906043198661,1.3740845684505878,0.02497658970965102,6,19,0.03268596664447148,0.005667288855743582,0.5000367063365547,,,,,,PRUNED,xgb,,,
91,0.5740287351783552,2026-04-14 23:05:02.462006,2026-04-14 23:05:20.034676,0 days 00:00:17.572670,0.763151510416348,0.9145211680172299,0.018290246637232443,6,17,0.045894350350084226,0.009177516568731637,0.6796547248629615,,,,,,PRUNED,xgb,,,
92,0.5935344693895693,2026-04-14 23:05:20.055608,2026-04-14 23:05:33.278182,0 days 00:00:13.222574,0.7090632240253609,0.2520722259005145,0.013771273786345775,6,18,0.07995843893649211,0.013073534653151364,0.6491450162160041,,,,,,PRUNED,xgb,,,
93,0.5959731593948676,2026-04-14 23:05:33.295058,2026-04-14 23:05:36.866807,0 days 00:00:03.571749,0.7361955382134068,1.2519072928700117,0.07113356288867452,5,16,0.009492328955196222,0.020490846359863285,0.6633675432191908,,,,,,PRUNED,xgb,,,
94,0.5943305940204465,2026-04-14 23:05:36.887113,2026-04-14 23:05:47.531530,0 days 00:00:10.644417,0.6465905360269375,0.46351370465336794,0.01425249333968974,5,20,0.049280699293515945,0.03448414211779792,0.731640741820609,,,,,,PRUNED,xgb,,,
95,0.5935334351122208,2026-04-14 23:05:47.549734,2026-04-14 23:05:59.149494,0 days 00:00:11.599760,0.7570644660295869,1.104859760450038,0.016305565334920873,6,19,0.022115646458002673,0.08077331382410143,0.6273854488633192,,,,,,PRUNED,xgb,,,
96,0.5948946421637755,2026-04-14 23:05:59.169392,2026-04-14 23:06:07.631163,0 days 00:00:08.461771,0.7960409657104768,0.7099282346314222,0.020371088486223286,5,17,0.7110280113919569,0.007167385079114971,0.7061747164119722,,,,,,PRUNED,xgb,,,
97,0.5937333095400629,2026-04-14 23:06:07.649308,2026-04-14 23:06:17.305258,0 days 00:00:09.655950,0.6750213875951099,4.6303678967888,0.01820355618805023,4,13,0.18279340924023288,0.02649993207914982,0.6857242499591624,,,,,,PRUNED,xgb,,,
98,0.5636603878310635,2026-04-14 23:06:17.321865,2026-04-14 23:06:54.165256,0 days 00:00:36.843391,0.722005195145337,0.799188031828875,0.012852604672748156,5,15,0.24379220879785196,0.004523397643151192,0.7394136790109264,406.4,0.7049528301886793,0.5636603878310635,"[0.6332547169811321, 0.7110849056603774, 0.6886792452830188, 0.7511792452830188, 0.7405660377358491]","[0.6192351816195304, 0.5805431304267816, 0.5796932154048667, 0.5135744712444682, 0.5252559404596708]",COMPLETE,xgb,0.7049528301886793,0.5636603878310635,406.4
99,0.6048906337290255,2026-04-14 23:06:54.179517,2026-04-14 23:06:56.223400,0 days 00:00:02.043883,0.7196677081610147,0.6475697414711921,0.19329378440515488,4,18,0.23047882022192465,0.0032034867190935093,0.7462795047427617,,,,,,PRUNED,xgb,,,
